"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"25","215.43562208361718","144.6554122278197","4.945218091312783","-0.3084275156167526","0.02197265625","0.00830078125","0.03564453125","1300","0.00040545233363724944","0","0.00040545233363724944","0.00040545233363724944","25_24:0.005477851778668996","25_24:660","true"
"26","228.94403018509547","12.744162470418502","4.854111516835544","-0.30976922795032275","0.0224609375","0.03662109375","0.00830078125","1300","0.0016983807747033223","0","0.0016983807747033223","0.0016983807747033223","26_25:0.04383796529510342","26_25:660","true"
"27","326.91858935625186","180.12341130372053","4.747630808951398","-0.31027519414312993","0.0751953125","0.02783203125","0.12255859375","1300","0.00011171294065997632","0","0.00011171294065997632","0.00011171294065997632","27_26:0.030913973947277518","27_26:660","true"
"28","313.46734196361814","97.27419052280685","4.994425320305479","-0.3073714140177614","0.04248046875","0.01123046875","0.07373046875","1300","0.0002505734548013884","0","0.0002505734548013884","0.0002505734548013884","28_27:0.006285224859132799;28_29:0.00767585645665686;28_35:0.008054731996971987","28_27:660;28_29:660;28_35:660","true"
"29","339.6536110784311","329.8213596813954","4.628640286241771","-0.3122408870668324","0.036376953125","0.03564453125","0.037109375","1300","0.00018853685385067796","0","0.00018853685385067796","0.00018853685385067796","","","true"
"30","404.56292046988165","71.07426295719372","4.732961874564149","-0.31090012417705765","0.010009765625","0.00634765625","0.013671875","1300","0.00013248212230413317","0","0.00013248212230413317","0.00013248212230413317","30_29:0.005484246920388958;30_31:0.010378301966989467","30_29:660;30_31:660","true"
"31","83.55821541336894","62.77265586992109","4.7976462082641484","-0.31025628620305007","0.011474609375","0.00927734375","0.013671875","1300","0.0009679212719184744","0","0.0009679212719184744","0.0009679212719184744","31_32:0.00974267002710627","31_32:660","true"
"32","212.20755239557417","275.16165071440923","4.910378065392481","-0.3078794303810588","0.015625","0.01513671875","0.01611328125","1300","0.00016715319128814964","0","0.00016715319128814964","0.00016715319128814964","32_36:0.006396185204438742","32_36:660","true"
"33","157.88664699631184","98.7711849343788","4.973182732835734","-0.3075486854907048","0.0283203125","0.0107421875","0.0458984375","1300","0.00022684427620269589","0","0.00022684427620269589","0.00022684427620269589","33_39:0.006069732406635664","33_39:660","true"
"34","330.7795839880239","156.90043507457082","4.678641966551481","-0.3124338462946453","0.02294921875","0.02392578125","0.02197265625","1300","0.0001847732534420435","0","0.0001847732534420435","0.0001847732534420435","34_43:0.008228228681081029","34_43:660","true"
"35","336.1629792362993","144.02525388213306","4.907598896534122","-0.308301773576246","0.02197265625","0.0205078125","0.0234375","1300","0.0002163264105813952","0","0.0002163264105813952","0.0002163264105813952","35_47:0.006394836003288551","35_47:660","true"
"36","293.03329869548344","353.0037401165632","4.8123082807478825","-0.31175120998201256","0.01318359375","0.01025390625","0.01611328125","1300","0.00017299079474753288","0","0.00017299079474753288","0.00017299079474753288","36_51:0.007547417431576109","36_51:660","true"
"37","241.2844590176697","98.54080688283372","4.837894393553266","-0.30886995110205334","0.011962890625","0.01171875","0.01220703125","1300","0.00022622756638979941","0","0.00022622756638979941","0.00022622756638979941","37_38:0.008406443582555045","37_38:660","true"
"38","240.92686126598966","150.31310576451068","4.776678184992504","-0.31016511917022377","0.027099609375","0.01318359375","0.041015625","1300","0.0002091256593982942","0","0.0002091256593982942","0.0002091256593982942","","","true"
"39","293.9173899079203","121.68040760561274","4.917346245321631","-0.30824769981735706","0.0390625","0.00830078125","0.06982421875","1300","0.00022601388003735758","0","0.00022601388003735758","0.00022601388003735758","39_38:0.007144076317716019","39_38:660","true"
"40","141.29562838686076","33.47384086616845","4.868232928282459","-0.30859152479413265","0.01171875","0.015625","0.0078125","1300","0.0003391191117460049","0","0.0003391191117460049","0.0003391191117460049","40_41:0.03629266850062607;40_39:0.01286360353512106","40_41:660;40_39:660","true"
"41","246.62591526881147","205.2783608997075","4.935538218643918","-0.30862641143413133","0.006591796875","0.00927734375","0.00390625","1300","0.0002959951770080628","0","0.0002959951770080628","0.0002959951770080628","41_53:0.007547698215458254","41_53:660","true"
"42","220.5797881988936","144.46743087946263","5.063929789687057","-0.3066601274184393","0.0185546875","0.015625","0.021484375","1300","0.0006783442488959071","0","0.0006783442488959071","0.0006783442488959071","42_41:0.01097679575960503;42_43:0.009188705803487685","42_41:660;42_43:660","true"
"43","331.7402607251488","97.63838691599013","4.8295569164978085","-0.3101290706249939","0.013427734375","0.01025390625","0.0166015625","1300","0.0003426504416962808","0","0.0003426504416962808","0.0003426504416962808","43_44:0.008897483234096726","43_44:660","true"
"44","289.7738323712903","19.204814397814587","4.9491642413130625","-0.3085061819189273","0.02490234375","0.0107421875","0.0390625","1300","0.0003559013871328438","0","0.0003559013871328438","0.0003559013871328438","44_45:0.00889315903110105","44_45:660","true"
"45","102.98731307735318","21.88068915250893","4.999504762093525","-0.35905492913025383","0.05126953125","0.04345703125","0.05908203125","1300","0.0005810827191466905","0","0.0005810827191466905","0.0005810827191466905","","","true"
"46","320.35664012333996","242.94212042671828","4.853130969425559","-0.3093752065131216","0.014892578125","0.01171875","0.01806640625","1300","0.0001543033283191048","0","0.0001543033283191048","0.0001543033283191048","46_45:0.015691484144258583;46_47:0.005590880829037526","46_45:660;46_47:660","true"
"47","158.34157265389297","135.42580836320204","4.7695450174048855","-0.3109329882546267","0.006591796875","0.0048828125","0.00830078125","1300","0.00016117446118563657","0","0.00016117446118563657","0.00016117446118563657","","","true"
"48","57.36808549987156","32.93276247282525","4.84417184222074","-0.3101551740988557","0.017333984375","0.015625","0.01904296875","1300","0.00044720468779490234","0","0.00044720468779490234","0.00044720468779490234","48_47:0.006569932107259535;48_49:0.009469469857091906","48_47:660;48_49:660","true"
"49","305.9681735174217","66.58442670310892","4.697329299117465","-0.312183453636997","0.013916015625","0.0107421875","0.01708984375","1300","0.00025301881721655564","0","0.00025301881721655564","0.00025301881721655564","","","true"
"50","381.4097390584766","38.519225441794596","4.784035464937757","-0.31049210238863767","0.013916015625","0.01220703125","0.015625","1300","0.0004410577540005947","0","0.0004410577540005947","0.0004410577540005947","50_49:0.014068196147743184;50_51:0.010437103571244166","50_49:660;50_51:660","true"
"51","179.53497517270657","246.70014000371975","4.931186235381718","-0.3079514036835037","0.027587890625","0.02392578125","0.03125","1300","0.00015875925686415388","0","0.00015875925686415388","0.00015875925686415388","","","true"
"52","189.5199464188717","168.54143667435426","4.915268430390562","-0.30801090653647334","0.0087890625","0.01123046875","0.00634765625","1300","0.00014714766745671986","0","0.00014714766745671986","0.00014714766745671986","52_37:0.007026253320579268;52_56:0.007479269302589464","52_37:660;52_56:660","true"
"53","225.41835919368904","285.5647388468927","4.9966237696299975","-0.30683792833129964","0.010986328125","0.01025390625","0.01171875","1300","0.0002569821665666124","0","0.0002569821665666124","0.0002569821665666124","53_60:0.007877675364149461","53_60:660","true"
"54","190.04606805570347","118.14153854275315","4.969570245276567","-0.3069935236147513","0.019775390625","0.0185546875","0.02099609375","1300","0.00023966269024318308","0","0.00023966269024318308","0.00023966269024318308","54_64:0.007100369219473657;54_45:0.01779066697273768","54_64:660;54_45:660","true"
"55","285.5782739218013","127.04540277726727","4.837203933582183","-0.31038048092010345","0.010986328125","0.0087890625","0.01318359375","1300","0.0002576956135827484","0","0.0002576956135827484","0.0002576956135827484","55_68:0.006641147116034862;55_49:0.009737227286172156","55_68:660;55_49:660","true"
"56","225.2430920871339","157.180634019125","4.814528965038665","-0.30974571553277236","0.02099609375","0.013671875","0.0283203125","1300","0.0003370959096515308","0","0.0003370959096515308","0.0003370959096515308","56_57:0.008816201950536007","56_57:660","true"
"57","152.54072423810126","167.15405741137553","4.927640374251396","-0.30778611849622645","0.01611328125","0.0234375","0.0087890625","1300","0.00019086429152826074","0","0.00019086429152826074","0.00019086429152826074","57_58:0.004584881817183861","57_58:660","true"
"58","271.6834552518818","176.58372499269552","4.886982906080825","-0.30930018015034827","0.011962890625","0.0087890625","0.01513671875","1300","0.00010016501848216999","0","0.00010016501848216999","0.00010016501848216999","58_71:0.00340252757284748;58_59:0.004692598272088178","58_71:660;58_59:660","true"
"59","229.53019937296128","39.33243161514659","4.971237207253558","-0.30762691104199297","0.032958984375","0.00830078125","0.0576171875","1300","0.0001262313968569878","0","0.0001262313968569878","0.0001262313968569878","59_60:0.0056805564386027685","59_60:660","true"
"60","299.675989503493","118.83119880010268","4.7662639419157316","-0.31054248475500074","0.026123046875","0.03369140625","0.0185546875","1300","0.00039108618073951083","0","0.00039108618073951083","0.00039108618073951083","60_61:0.005045381820193429","60_61:660","true"
"61","260.1402852273853","139.6985800317035","4.793797576197544","-0.29056402780855567","0.011962890625","0.015625","0.00830078125","1300","0.00034839486030412473","0","0.00034839486030412473","0.00034839486030412473","","","true"
"62","195.72497906589896","151.57524718198584","4.9352218386952265","-0.3079921198487331","0.021728515625","0.0087890625","0.03466796875","1300","0.0002374246218949671","0","0.0002374246218949671","0.0002374246218949671","62_72:0.007792766645325244;62_61:0.007584158824445464;62_63:0.007784129727449851","62_72:660;62_61:660;62_63:660","true"
"63","201.87632294363186","188.8591814198314","5.041617560912233","-0.30694631371315323","0.01611328125","0.00927734375","0.02294921875","1300","0.00038702835229522065","0","0.00038702835229522065","0.00038702835229522065","63_64:0.004755013243004924","63_64:660","true"
"64","271.11710152380664","172.67757699666814","4.821570711309947","-0.30967161679000116","0.010498046875","0.01171875","0.00927734375","1300","0.00017238963955476324","0","0.00017238963955476324","0.00017238963955476324","","","true"
"65","270.4463078781619","87.4783323523841","4.957161136564158","-0.3075262411046977","0.01513671875","0.01025390625","0.02001953125","1300","0.0002482514573048894","0","0.0002482514573048894","0.0002482514573048894","65_64:0.007058709547400899;65_66:0.006314048291712171","65_64:660;65_66:660","true"
"66","273.6265536156281","172.96303166254955","4.885006385781491","-0.3091067496263565","0.011474609375","0.0078125","0.01513671875","1300","0.00020925314653036842","0","0.00020925314653036842","0.00020925314653036842","","","true"
"67","197.21898070581028","110.2658727790423","5.113937228132005","-0.3058889857295697","0.05224609375","0.0849609375","0.01953125","1300","0.00029899270555827623","0","0.00029899270555827623","0.00029899270555827623","67_68:0.008277969277018238;67_66:0.006708160867502477","67_68:660;67_66:660","true"
"68","183.57618119247172","28.51534370975171","4.743740530568414","-0.31111458963233274","0.076904296875","0.11767578125","0.0361328125","1300","0.00017491679632059551","0","0.00017491679632059551","0.00017491679632059551","","","true"
"69","224.9590536927852","152.10980134595837","5.117674292535083","-0.3044028997353383","0.013916015625","0.00927734375","0.0185546875","1300","0.0002673892120576056","0","0.0002673892120576056","0.0002673892120576056","69_68:0.007461224716044712;69_70:0.00618895153417548","69_68:660;69_70:660","true"
"70","227.77890493156306","163.55880003059556","4.89885525734179","-0.3082399407301921","0.07421875","0.0615234375","0.0869140625","1300","0.00022712323397023837","0","0.00022712323397023837","0.00022712323397023837","","","true"
"71","319.8239643823479","307.7754785803121","4.78826581679657","-0.3094663460422399","0.015625","0.01318359375","0.01806640625","1300","0.00010677195649348412","0","0.00010677195649348412","0.00010677195649348412","","","true"
"72","225.37991193925862","142.16478436248647","5.059185496860154","-0.2985458699744989","0.01513671875","0.01123046875","0.01904296875","1300","0.00018390070476481264","0","0.00018390070476481264","0.00018390070476481264","","","true"
"73","258.8319999334336","199.75636160873484","4.979583186134598","-0.307607369486609","0.01123046875","0.00927734375","0.01318359375","1300","0.00021242878128482822","0","0.00021242878128482822","0.00021242878128482822","73_66:0.005680808789366443","73_66:660","true"
"74","213.92640893860312","97.06747583187855","5.031459650777392","-0.3067427013413316","0.016357421875","0.01513671875","0.017578125","1300","0.00022960918566396416","0","0.00022960918566396416","0.00022960918566396416","74_70:0.005600353144719239;74_89:0.00630501099908326","74_70:660;74_89:660","true"
"75","206.08117453400018","27.676194038297734","5.00605996602745","-0.30673349842246334","0.018310546875","0.01416015625","0.0224609375","1300","0.00020472679293373673","0","0.00020472679293373673","0.00020472679293373673","75_90:0.007007222227743082","75_90:660","true"
"76","164.99925473336774","78.74751064665237","4.837429938256509","-0.30948286299394656","0.011474609375","0.01171875","0.01123046875","1300","0.00022613954963496627","0","0.00022613954963496627","0.00022613954963496627","76_75:0.007022409264238194","76_75:660","true"
"77","216.56921194900636","102.17622721614605","5.041930182418608","-0.30723078653018854","0.046630859375","0.048828125","0.04443359375","1300","0.0005087283087184616","0","0.0005087283087184616","0.0005087283087184616","77_76:0.008048911924795621;77_78:0.010044726598324949;77_71:0.007477164340169595","77_76:660;77_78:780;77_71:660","true"
"78","127.62945629094551","151.47302060098812","4.643403410229718","-0.31230747337772335","0.009521484375","0.00634765625","0.0126953125","1300","0.00015704952334585337","0","0.00015704952334585337","0.00015704952334585337","","","true"
"79","223.00050197114828","72.40574037446935","4.863174043616778","-0.3092713261857367","0.01416015625","0.01123046875","0.01708984375","1300","0.00023979711263991645","0","0.00023979711263991645","0.00023979711263991645","79_78:0.006259379124668174;79_80:0.00941603962646359","79_78:660;79_80:660","true"
"80","238.42253826354042","184.01519493779932","5.031451486601997","-0.3072198090686745","0.028564453125","0.017578125","0.03955078125","1300","0.0003839769165086643","0","0.0003839769165086643","0.0003839769165086643","80_81:0.005680623090671744","80_81:660","true"
"81","224.2667174919357","319.68713232471407","4.930437724986329","-0.30841914125984865","0.04833984375","0.05029296875","0.04638671875","1300","0.00013926331035433624","0","0.00013926331035433624","0.00013926331035433624","81_82:0.005380576486965105;81_72:0.007568096732306906","81_82:660;81_72:660","true"
"82","203.69821314734978","332.81093467310336","4.893628739353972","-0.30897996872816896","0.07177734375","0.08984375","0.0537109375","1300","0.00020255844271615164","0","0.00020255844271615164","0.00020255844271615164","82_83:0.007050063234900816","82_83:660","true"
"83","189.73289620124595","45.65648619061255","4.790691328756312","-0.31061744032224003","0.0205078125","0.0126953125","0.0283203125","1300","0.00024895277290512243","0","0.00024895277290512243","0.00024895277290512243","83_92:0.009777162585393462","83_92:660","true"
"84","209.49419562826387","108.44756373023769","4.6796887273076555","-0.31137294267603616","0.0068359375","0.00830078125","0.00537109375","1300","0.00016309914947276185","0","0.00016309914947276185","0.00016309914947276185","84_83:0.008572890830737923","84_83:660","true"
"85","227.42878205636393","181.53714283180514","5.104782070770418","-0.3061413803895981","0.00927734375","0.0087890625","0.009765625","1300","0.0002166541397193881","0","0.0002166541397193881","0.0002166541397193881","85_73:0.007032209723585592;85_84:0.0418849558511703;85_86:0.005877996225777171","85_73:660;85_84:660;85_86:660","true"
"86","237.72040805293932","173.05895603104292","4.898813830538599","-0.3083187869423004","0.045654296875","0.0380859375","0.05322265625","1300","0.00019523439848171553","0","0.00019523439848171553","0.00019523439848171553","86_87:0.018210052468294324","86_87:660","true"
"87","57.92832248169426","68.96677299363618","4.992086783452558","-0.307423102897223","0.02099609375","0.02880859375","0.01318359375","1300","0.0014061004409146231","0","0.0014061004409146231","0.0014061004409146231","87_88:0.0540906357764252","87_88:660","true"
"88","207.09756853431662","130.8015388213177","5.099371870198265","-0.3058997453558384","0.010009765625","0.01318359375","0.0068359375","1300","0.00028331243677489373","0","0.00028331243677489373","0.00028331243677489373","88_89:0.008740388531446874","88_89:660","true"
"89","194.2991065861611","151.82717854308478","4.956490368319185","-0.3077261951848229","0.013671875","0.0107421875","0.0166015625","1300","0.0002782989707838334","0","0.0002782989707838334","0.0002782989707838334","","","true"
"90","238.32669441931785","48.4634754532195","4.9055981908253266","-0.307867793738734","0.01123046875","0.0107421875","0.01171875","1300","0.00022826645385320223","0","0.00022826645385320223","0.00022826645385320223","","","true"
"91","180.31092130865636","191.22583675049748","4.9146504820666665","-0.30850221183732857","0.04150390625","0.068359375","0.0146484375","1300","0.006764965008252668","0","0.006764965008252668","0.006764965008252668","91_79:0.04516340503056471","91_79:660","true"
"92","170.03141090312255","126.0867884742783","4.912100304124277","-0.308588011384664","0.008544921875","0.00439453125","0.0126953125","1300","0.00028309490822004795","0","0.00028309490822004795","0.00028309490822004795","92_102:0.012961708790078741","92_102:660","true"
"93","133.07514818904122","85.8046732705134","4.964120905981873","-0.3073815906362206","0.029541015625","0.02880859375","0.0302734375","1300","0.0004623448300784578","0","0.0004623448300784578","0.0004623448300784578","93_106:0.0085768615067634;93_87:0.02633711339358824","93_106:660;93_87:740","true"
"94","189.94109102272165","93.227285364391","4.975880681305636","-0.3076458715160733","0.016845703125","0.01806640625","0.015625","1300","0.0003209824824475967","0","0.0003209824824475967","0.0003209824824475967","94_95:1;94_90:0.006899696172503578","94_95:660;94_90:660","true"
"95","237.83608598934","103.22034950355821","4.838915459034274","-0.3098764431196092","0.020263671875","0.02880859375","0.01171875","1300","0.022908445433319262","0","0.022908445433319262","0.022908445433319262","95_96:1","95_96:660","true"
"96","369.01665638079805","55.3450800967242","4.747920344264782","-0.3109191907797597","0.0458984375","0.0390625","0.052734375","1300","0.00018194033954199306","0","0.00018194033954199306","0.00018194033954199306","","","true"
"97","186.047857403762","106.18264289252143","4.816155095575758","-0.3095561501235201","0.012451171875","0.00830078125","0.0166015625","1300","0.0002882345187329848","0","0.0002882345187329848","0.0002882345187329848","97_96:0.010217917300347101;97_98:0.026752400030733647","97_96:660;97_98:660","true"
"98","159.1406852992604","62.01314440113458","4.942860992099829","-0.308363471215884","0.0234375","0.02197265625","0.02490234375","1300","0.0015810069676262775","0","0.0015810069676262775","0.0015810069676262775","98_91:0.16588062117657087","98_91:660","true"
"99","238.44504460753518","294.4239118205024","5.06011842112479","-0.30553728570536653","0.015869140625","0.009765625","0.02197265625","1300","0.00017438508727346674","0","0.00017438508727346674","0.00017438508727346674","99_98:0.021478897572768663","99_98:660","true"
"100","242.27871683834394","177.1144540950758","4.905358283879631","-0.3084392241160231","0.010986328125","0.00830078125","0.013671875","1300","0.00013362708864986285","0","0.00013362708864986285","0.00013362708864986285","100_110:0.009590869300496518;100_99:0.021620799724600848","100_110:660;100_99:660","true"
"101","79.34373601935594","92.02407135822756","5.065353602408422","-0.3063331480679172","0.0205078125","0.01123046875","0.02978515625","1300","0.0008401643778919647","0","0.0008401643778919647","0.0008401643778919647","101_100:0.026066089026793804;101_102:0.02294179959027831","101_100:660;101_102:660","true"
"102","57.55329942204007","98.9250720489056","4.809695259611508","-0.30996470519230634","0.0419921875","0.04150390625","0.04248046875","1300","0.00043324665348993125","0","0.00043324665348993125","0.00043324665348993125","102_103:0.008306683871598108","102_103:660","true"
"103","230.40896732539488","86.97046486548538","4.9334450457823165","-0.30764620230723944","0.011474609375","0.00927734375","0.013671875","1300","0.00017802151207774438","0","0.00017802151207774438","0.00017802151207774438","","","true"
"104","217.87144294052865","178.256062146931","4.765566287823092","-0.31046094866074025","0.010986328125","0.009765625","0.01220703125","1300","0.0002356803527411289","0","0.0002356803527411289","0.0002356803527411289","104_103:0.006988251761292585","104_103:660","true"
"105","216.28278501879788","78.2389105428072","4.982199010144558","-0.30759736332542964","0.0078125","0.00830078125","0.00732421875","1300","0.0004863389013379747","0","0.0004863389013379747","0.0004863389013379747","105_104:0.014187907539465805;105_106:0.012846672525453906","105_104:660;105_106:660","true"
"106","317.28374773171845","208.28081959695902","4.878174516599621","-0.309312950580174","0.021240234375","0.0234375","0.01904296875","1300","0.00014758344723109925","0","0.00014758344723109925","0.00014758344723109925","","","true"
"107","277.63792717056504","68.29917578189193","4.916031885176845","-0.3080022405881546","0.01904296875","0.01416015625","0.02392578125","1300","0.00037757964792138816","0","0.00037757964792138816","0.00037757964792138816","107_106:0.008495868067471546","107_106:660","true"
"108","182.93320697760234","188.34784151393137","5.056205686584466","-0.3060067460745893","0.0224609375","0.02685546875","0.01806640625","1300","0.00022656801502310132","0","0.00022656801502310132","0.00022656801502310132","108_112:0.005857912475042637;108_107:0.007713431878912935","108_112:660;108_107:660","true"
"109","235.44168382944895","233.98639153138296","4.9849757110774835","-0.3071158019842663","0.029296875","0.02294921875","0.03564453125","1300","0.00015943651591919454","0","0.00015943651591919454","0.00015943651591919454","109_96:0.0061160609129767285","109_96:660","true"
"110","166.8471289166174","248.28048410198795","4.830169495309351","-0.3090472310608016","0.01416015625","0.00732421875","0.02099609375","1300","0.0003516093044060818","0","0.0003516093044060818","0.0003516093044060818","110_118:0.014036656402885872","110_118:660","true"
"111","265.45338166604057","254.6477930142136","4.853177115239781","-0.30961255187582126","0.01513671875","0.01953125","0.0107421875","1300","0.0001542350058727626","0","0.0001542350058727626","0.0001542350058727626","111_104:0.006391269334977412","111_104:660","true"
"112","187.29612412028894","32.272157729890935","5.002440101475162","-0.3061965297474003","0.007568359375","0.0029296875","0.01220703125","1300","0.00018985120853499195","0","0.00018985120853499195","0.00018985120853499195","112_126:0.006117927009478885","112_126:660","true"
"113","267.2292554257236","213.36291403586196","5.031998013688977","-0.30676917589658537","0.010498046875","0.01220703125","0.0087890625","1300","0.00016232331588816867","0","0.00016232331588816867","0.00016232331588816867","113_114:0.03783530082792741","113_114:660","true"
"114","340.59412110967816","54.06061597339939","4.822465360906","-0.30937991952553456","0.130615234375","0.1240234375","0.13720703125","1300","0.00010906298833171723","0","0.00010906298833171723","0.00010906298833171723","114_109:0.01231774175791761;114_115:0.012773898249680005","114_109:660;114_115:660","true"
"115","234.2185559903874","91.61241058322162","5.028018614631692","-0.3068193442669031","0.017822265625","0.015625","0.02001953125","1300","0.00024707089593447126","0","0.00024707089593447126","0.00024707089593447126","","","true"
