"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"10","333.58155811769484","237.2992844722248","4.831526632902481","-0.3097434424405673","0.02197265625","0.01416015625","0.02978515625","1300","0.0001652099073648181","0","0.0001652099073648181","0.0001652099073648181","10_9:0.008353650134135249;10_11:0.0058591651159832225","10_9:660;10_11:660","true"
"11","205.7224190331731","434.74928590199846","4.972384377890068","-0.307214316560019","0.151123046875","0.14599609375","0.15625","1300","0.00020409354324868928","0","0.00020409354324868928","0.00020409354324868928","11_12:0.006444223425505657","11_12:660","true"
"12","346.21456142407595","181.70375562774166","4.936322733129823","-0.3079608272575031","0.036865234375","0.03955078125","0.0341796875","1300","0.0006693316525504587","0","0.0006693316525504587","0.0006693316525504587","12_17:0.013134560124679617","12_17:660","true"
"13","282.24464429147605","110.35106001775098","5.005805031453484","-0.3067650398842775","0.023681640625","0.01904296875","0.0283203125","1300","0.0002278522912368909","0","0.0002278522912368909","0.0002278522912368909","13_12:0.008259258794463764","13_12:660","true"
"14","254.21829801831854","105.76769388813817","4.903345893794462","-0.308419961199297","0.017333984375","0.01806640625","0.0166015625","1300","0.00023690406739011537","0","0.00023690406739011537","0.00023690406739011537","14_0:0.006458661717670622;14_18:0.005444775477922104","14_0:660;14_18:660","true"
"15","304.941767605406","36.3037351886457","4.947902354688534","-0.308052427832017","0.0068359375","0.00732421875","0.00634765625","1300","0.0004723598869707288","0","0.0004723598869707288","0.0004723598869707288","15_22:0.006825418557253271","15_22:660","true"
"16","309.3678055128772","17.005516850148243","4.960332290011339","-0.3076594514774509","0.026611328125","0.03564453125","0.017578125","1300","0.00550875591285327","0","0.00550875591285327","0.00550875591285327","16_8:0.022303910273066885;16_26:0.05269883963027866","16_8:660;16_26:660","true"
"17","226.50133230955316","302.992617225999","4.82081795726768","-0.30970435909943395","0.017578125","0.0107421875","0.0244140625","1300","0.0002634669511671356","0","0.0002634669511671356","0.0002634669511671356","17_30:0.00520861826016733","17_30:660","true"
"18","328.68272919853706","113.3655202707611","4.788131983886611","-0.31063598977187784","0.025390625","0.0166015625","0.0341796875","1300","0.00011315988866514408","0","0.00011315988866514408","0.00011315988866514408","18_19:0.003468844420504491","18_19:660","true"
"19","249.01924654927754","119.02528396286954","4.747017068303384","-0.31072395279331844","0.018310546875","0.02490234375","0.01171875","1300","0.001993120798784564","0","0.001993120798784564","0.001993120798784564","","","true"
"20","205.82183123493158","269.6620057265823","4.862343954441019","-0.3090978906556921","0.031005859375","0.013671875","0.04833984375","1300","0.0001322834941014326","0","0.0001322834941014326","0.0001322834941014326","20_33:0.032553875990963876;20_19:0.003824323653394912","20_33:660;20_19:660","true"
"21","144.91291165778009","112.53772655869568","4.966491462486027","-0.30694839478531033","0.010009765625","0.0126953125","0.00732421875","1300","0.0006951075045149787","0","0.0006951075045149787","0.0006951075045149787","21_20:0.011701752333406812;21_22:0.008027320347392675","21_20:660;21_22:660","true"
"22","277.0962430504157","115.59977056782213","5.038183726073494","-0.3065535436677073","0.01220703125","0.00927734375","0.01513671875","1300","0.00018748570357942176","0","0.00018748570357942176","0.00018748570357942176","22_23:0.00586398738974675","22_23:660","true"
"23","372.2948972658603","193.85764857902282","4.844971763162721","-0.309395699354676","0.0185546875","0.0146484375","0.0224609375","1300","0.0002797182459924338","0","0.0002797182459924338","0.0002797182459924338","","","true"
"24","230.84873319825118","119.6171321492539","5.100796647846751","-0.3054983979252499","0.140625","0.01904296875","0.26220703125","1300","0.00016418415111936805","0","0.00016418415111936805","0.00016418415111936805","24_23:0.004337968320984986;24_34:0.07022793310890624","24_23:660;24_34:660","true"
"25","215.43562208361718","180.15090682503882","4.945218091312783","-0.3084275156167526","0.0166015625","0.0078125","0.025390625","1300","0.0005074232022641519","0","0.0005074232022641519","0.0005074232022641519","25_24:0.005477851778668996","25_24:660","true"
"26","228.94403018509547","15.897392948033955","4.854111516835544","-0.30976922795032275","0.020751953125","0.03125","0.01025390625","1300","0.0016851274117798043","0","0.0016851274117798043","0.0016851274117798043","26_25:0.038151103116577045","26_25:660","true"
"27","326.91858935625186","188.7217330944689","4.747630808951398","-0.31027519414312993","0.060791015625","0.05810546875","0.0634765625","1300","0.00015100060178703596","0","0.00015100060178703596","0.00015100060178703596","27_26:0.027498717998365896","27_26:660","true"
"28","272.66812841560784","102.95893739439767","4.994425320305479","-0.3073714140177614","0.04052734375","0.01171875","0.0693359375","1300","0.00028744141707595877","0","0.00028744141707595877","0.00028744141707595877","28_27:0.01060886588274279;28_29:0.007188178157263525;28_35:0.007453889764266863","28_27:660;28_29:660;28_35:660","true"
"29","339.6536110784311","383.5439954410244","4.628640286241771","-0.3122408870668324","0.0205078125","0.017578125","0.0234375","1300","0.0001262973008484121","0","0.0001262973008484121","0.0001262973008484121","","","true"
"30","415.13461261108284","66.85963334471003","4.732961874564149","-0.31090012417705765","0.010986328125","0.01171875","0.01025390625","1300","0.00019568941263111998","0","0.00019568941263111998","0.00019568941263111998","30_29:0.004533220661430137;30_31:0.010576192757458414","30_29:660;30_31:660","true"
"31","211.7764349541417","57.70133244921788","4.7976462082641484","-0.31025628620305007","0.01025390625","0.0087890625","0.01171875","1300","0.0015051190785234391","0","0.0015051190785234391","0.0015051190785234391","31_32:0.010126621406652159","31_32:660","true"
"32","191.49683965404427","253.66636355426238","4.910378065392481","-0.3078794303810588","0.011474609375","0.01318359375","0.009765625","1300","0.00024529405604733546","0","0.00024529405604733546","0.00024529405604733546","32_36:0.008201064513853162","32_36:660","true"
"33","251.7174688217595","76.3839850782129","4.973182732835734","-0.3075486854907048","0.0078125","0.005859375","0.009765625","1300","0.0003991456112005584","0","0.0003991456112005584","0.0003991456112005584","33_39:0.006834781896033648","33_39:660","true"
"34","302.73367525114344","161.65139747456166","4.678641966551481","-0.3124338462946453","0.02685546875","0.02490234375","0.02880859375","1300","0.00009132655611824889","0","0.00009132655611824889","0.00009132655611824889","34_43:0.004358346195055596","34_43:660","true"
"35","336.1629792362993","155.7983920043199","4.907598896534122","-0.308301773576246","0.01953125","0.01416015625","0.02490234375","1300","0.00017075611711353335","0","0.00017075611711353335","0.00017075611711353335","35_47:0.005635742285738099","35_47:660","true"
"36","293.03329869548344","331.07475045775266","4.8123082807478825","-0.31175120998201256","0.0146484375","0.0126953125","0.0166015625","1300","0.0001984853645663155","0","0.0001984853645663155","0.0001984853645663155","36_51:0.0058158236075074865","36_51:660","true"
"37","265.863681091056","128.60406675308909","4.837894393553266","-0.30886995110205334","0.0146484375","0.015625","0.013671875","1300","0.00012022659500914166","0","0.00012022659500914166","0.00012022659500914166","37_38:0.008156609515269253","37_38:660","true"
"38","319.9772161574434","86.68383708122336","4.776678184992504","-0.31016511917022377","0.03076171875","0.0400390625","0.021484375","1300","0.00048392824473276764","0","0.00048392824473276764","0.00048392824473276764","","","true"
"39","326.5825989356267","143.2714949733445","4.917346245321631","-0.30824769981735706","0.020751953125","0.009765625","0.03173828125","1300","0.00020709362199929592","0","0.00020709362199929592","0.00020709362199929592","39_38:0.008988756711697465","39_38:660","true"
"40","141.29562838686076","31.183932991882195","4.868232928282459","-0.30859152479413265","0.02001953125","0.01904296875","0.02099609375","1300","0.00022358357171929047","0","0.00022358357171929047","0.00022358357171929047","40_41:0.018593617375653515;40_39:0.014461265189769867","40_41:660;40_39:660","true"
"41","246.62591526881147","187.97987301989914","4.935538218643918","-0.30862641143413133","0.01171875","0.0078125","0.015625","1300","0.00017384461126108828","0","0.00017384461126108828","0.00017384461126108828","41_53:0.006399934491733872","41_53:660","true"
"42","272.7526331775126","141.5319550389583","5.063929789687057","-0.3066601274184393","0.014892578125","0.01171875","0.01806640625","1300","0.00022850817705678854","0","0.00022850817705678854","0.00022850817705678854","42_41:0.007110336644953197;42_43:0.0054102778490952574","42_41:660;42_43:660","true"
"43","248.4698949241165","222.1389557054206","4.8295569164978085","-0.3101290706249939","0.012939453125","0.0078125","0.01806640625","1300","0.00015116158211940335","0","0.00015116158211940335","0.00015116158211940335","43_44:0.007738545769134464","43_44:660","true"
"44","275.74437475189717","19.266409180889664","4.9491642413130625","-0.3085061819189273","0.022216796875","0.0185546875","0.02587890625","1300","0.0003599711507656171","0","0.0003599711507656171","0.0003599711507656171","44_45:0.025003378232880236","44_45:660","true"
"45","102.98731307735318","16.401743401528297","4.999580971637449","-0.35905492913025383","0.052490234375","0.05078125","0.05419921875","1300","0.00168656917041613","0","0.00168656917041613","0.00168656917041613","","","true"
"46","261.86814802648","232.6260796485051","4.853130969425559","-0.3093752065131216","0.01171875","0.00830078125","0.01513671875","1300","0.00022235347057700337","0","0.00022235347057700337","0.00022235347057700337","46_45:0.05123060141575353;46_47:0.005619650751867489","46_45:660;46_47:660","true"
"47","129.35610613750794","113.9367780650027","4.7695450174048855","-0.3109329882546267","0.00830078125","0.00732421875","0.00927734375","1300","0.00021859576803943747","0","0.00021859576803943747","0.00021859576803943747","","","true"
"48","62.26566207095508","32.394453709696165","4.84417184222074","-0.3101551740988557","0.013916015625","0.015625","0.01220703125","1300","0.00035054583548427856","0","0.00035054583548427856","0.00035054583548427856","48_47:0.006521009842796466;48_49:0.008931862354605968","48_47:660;48_49:660","true"
"49","305.9681735174217","57.23823474391232","4.697329299117465","-0.312183453636997","0.01123046875","0.01123046875","0.01123046875","1300","0.00029926236360259856","0","0.00029926236360259856","0.00029926236360259856","","","true"
"50","171.09087821155805","40.31308723896935","4.784035464937757","-0.31049210238863767","0.013671875","0.0126953125","0.0146484375","1300","0.0004104669262666027","0","0.0004104669262666027","0.0004104669262666027","50_49:0.012989742578428387;50_51:0.011210285589608626","50_49:660;50_51:660","true"
"51","246.88431050237116","271.88004980456026","4.931186235381718","-0.3079514036835037","0.04052734375","0.0517578125","0.029296875","1300","0.00020848527753391472","0","0.00020848527753391472","0.00020848527753391472","","","true"
"52","190.0489967128487","156.70664113115905","4.915268430390562","-0.30801090653647334","0.009765625","0.0087890625","0.0107421875","1300","0.00017222975718751002","0","0.00017222975718751002","0.00017222975718751002","52_37:0.006660407724396411;52_56:0.006142273359113548","52_37:660;52_56:660","true"
"53","263.54303925629773","271.26721608507387","4.9966237696299975","-0.30683792833129964","0.0205078125","0.0078125","0.033203125","1300","0.0001446753402603993","0","0.0001446753402603993","0.0001446753402603993","53_60:0.008011379485392267","53_60:660","true"
"54","258.3418240328748","178.32264512522826","4.969570245276567","-0.3069935236147513","0.018798828125","0.01953125","0.01806640625","1300","0.00025319616697906455","0","0.00025319616697906455","0.00025319616697906455","54_64:0.0071722581914404615;54_45:0.03509264897726433","54_64:660;54_45:660","true"
"55","285.5782739218013","117.66190425399837","4.837203933582183","-0.31038048092010345","0.020751953125","0.0166015625","0.02490234375","1300","0.00016344554483304724","0","0.00016344554483304724","0.00016344554483304724","55_68:0.005535756603460507;55_49:0.00827875653622312","55_68:660;55_49:660","true"
"56","225.2430920871339","168.80283938325397","4.814528965038665","-0.30974571553277236","0.0185546875","0.0107421875","0.0263671875","1300","0.0001902589238968966","0","0.0001902589238968966","0.0001902589238968966","56_57:0.0050154589943730565","56_57:660","true"
"57","184.60236656785426","120.60502632376613","4.927640374251396","-0.30778611849622645","0.016357421875","0.02197265625","0.0107421875","1300","0.0005622029081367398","0","0.0005622029081367398","0.0005622029081367398","57_58:0.003910846488658304","57_58:660","true"
"58","296.3182208969818","202.72210051883175","4.886982906080825","-0.30930018015034827","0.010986328125","0.01513671875","0.0068359375","1300","0.0001223044765955763","0","0.0001223044765955763","0.0001223044765955763","58_71:0.004410062669673809;58_59:0.006051294865379253","58_71:660;58_59:660","true"
"59","203.2104608506835","39.33243161514659","4.971237207253558","-0.30762691104199297","0.014892578125","0.01416015625","0.015625","1300","0.00027869215732849364","0","0.00027869215732849364","0.00027869215732849364","59_60:0.009548661895059374","59_60:660","true"
"60","283.53208896907734","99.38652701652957","4.7662639419157316","-0.31054248475500074","0.021484375","0.02294921875","0.02001953125","1300","0.0003680251251876025","0","0.0003680251251876025","0.0003680251251876025","60_61:0.012362684587140627","60_61:660","true"
"61","191.19389818063803","106.49659739467126","4.793797576197544","-0.29056402780855567","0.009521484375","0.01318359375","0.005859375","1300","0.0006646200464474226","0","0.0006646200464474226","0.0006646200464474226","","","true"
"62","195.31137181949708","194.39314210366715","4.9352218386952265","-0.3079921198487331","0.030029296875","0.0078125","0.05224609375","1300","0.00022309896891817464","0","0.00022309896891817464","0.00022309896891817464","62_72:0.009856729769666228;62_61:0.006236297680195624;62_63:0.007993677672997412","62_72:660;62_61:660;62_63:660","true"
"63","224.47886404154335","192.009360925476","5.041617560912233","-0.30694631371315323","0.015380859375","0.013671875","0.01708984375","1300","0.00021756623727404732","0","0.00021756623727404732","0.00021756623727404732","63_64:0.006191621266263492","63_64:660","true"
"64","200.07762598028773","169.14720855129983","4.821570711309947","-0.30967161679000116","0.008544921875","0.00830078125","0.0087890625","1300","0.0002455299467463605","0","0.0002455299467463605","0.0002455299467463605","","","true"
"65","264.7953047491196","102.77219734243236","4.957161136564158","-0.3075262411046977","0.01220703125","0.0078125","0.0166015625","1300","0.00017294314743056588","0","0.00017294314743056588","0.00017294314743056588","65_64:0.006796321302559749;65_66:0.007420247297874882","65_64:660;65_66:660","true"
"66","281.8724248197628","226.00053968163837","4.885006385781491","-0.3091067496263565","0.010986328125","0.0078125","0.01416015625","1300","0.00021359355674367423","0","0.00021359355674367423","0.00021359355674367423","","","true"
"67","197.21898070581028","126.5795700028202","5.113937228132005","-0.3058889857295697","0.0439453125","0.0361328125","0.0517578125","1300","0.0002486763384687587","0","0.0002486763384687587","0.0002486763384687587","67_68:0.007519182338125652;67_66:0.008538153917552027","67_68:660;67_66:660","true"
"68","183.57618119247172","27.593227386105237","4.743740530568414","-0.31111458963233274","0.143310546875","0.2578125","0.02880859375","1300","0.00016699572645827794","0","0.00016699572645827794","0.00016699572645827794","","","true"
"69","192.9103925264613","133.25430258893581","5.117674292535083","-0.3044028997353383","0.012939453125","0.01220703125","0.013671875","1300","0.00023728015452650065","0","0.00023728015452650065","0.00023728015452650065","69_68:0.005419594264961858;69_70:0.006210476852379243","69_68:660;69_70:660","true"
"70","227.77890493156306","195.77434296190333","4.89885525734179","-0.3082399407301921","0.077392578125","0.0625","0.09228515625","1300","0.00014235367974735707","0","0.00014235367974735707","0.00014235367974735707","","","true"
"71","207.298550464501","292.34560065053523","4.78826581679657","-0.3094663460422399","0.01220703125","0.01171875","0.0126953125","1300","0.00016742018149197688","0","0.00016742018149197688","0.00016742018149197688","","","true"
"72","254.45008747357394","154.85624563150367","5.059185496860154","-0.2985458699744989","0.016845703125","0.013671875","0.02001953125","1300","0.00015239122952749053","0","0.00015239122952749053","0.00015239122952749053","","","true"
"73","226.26551623073163","188.55840448784912","4.979583186134598","-0.307607369486609","0.015869140625","0.009765625","0.02197265625","1300","0.0001992982124936753","0","0.0001992982124936753","0.0001992982124936753","73_66:0.0071014332597914565","73_66:660","true"
"74","154.85073417830372","92.74777181967973","5.031459650777392","-0.3067427013413316","0.01318359375","0.01123046875","0.01513671875","1300","0.00024220636612801738","0","0.00024220636612801738","0.00024220636612801738","74_70:0.0060694255421913645;74_89:0.007444544668341491","74_70:660;74_89:660","true"
"75","238.74943579937934","28.127704433063695","5.00605996602745","-0.30673349842246334","0.011474609375","0.01123046875","0.01171875","1300","0.0002329682299604695","0","0.0002329682299604695","0.0002329682299604695","75_90:0.014695386803566302","75_90:660","true"
"76","263.74397327636154","95.79259618335958","4.837429938256509","-0.30948286299394656","0.010498046875","0.00927734375","0.01171875","1300","0.00018039450195182983","0","0.00018039450195182983","0.00018039450195182983","76_75:0.007606385313631614","76_75:660","true"
"77","60.56871397858621","59.05940560358328","5.041930182418608","-0.30723078653018854","0.031982421875","0.0146484375","0.04931640625","1300","0.00020407622374972087","0","0.00020407622374972087","0.00020407622374972087","77_76:0.00710364730684121;77_78:0.009263812622284207;77_71:0.0062824619807244075","77_76:660;77_78:780;77_71:660","true"
"78","136.81561670024473","222.85822850198358","4.643403410229718","-0.31230747337772335","0.015380859375","0.01220703125","0.0185546875","1300","0.0001869507816945022","0","0.0001869507816945022","0.0001869507816945022","","","true"
"79","223.00050197114828","76.44451373970206","4.863174043616778","-0.3092713261857367","0.01123046875","0.0126953125","0.009765625","1300","0.00022007348833597457","0","0.00022007348833597457","0.00022007348833597457","79_78:0.004755425213736397;79_80:0.0095715259921757","79_78:660;79_80:660","true"
"80","238.8443536875099","326.5464593744437","5.031451486601997","-0.3072198090686745","0.0234375","0.0224609375","0.0244140625","1300","0.00010107116507641522","0","0.00010107116507641522","0.00010107116507641522","80_81:0.004506261722903637","80_81:660","true"
"81","224.2667174919357","209.40273649049598","4.930437724986329","-0.30841914125984865","0.03955078125","0.037109375","0.0419921875","1300","0.00013926331035433624","0","0.00013926331035433624","0.00013926331035433624","81_82:0.0064696331965296006;81_72:0.005552505603387103","81_82:660;81_72:660","true"
"82","203.69821314734978","289.3873523146318","4.893628739353972","-0.30897996872816896","0.041015625","0.05712890625","0.02490234375","1300","0.00025875416582940217","0","0.00025875416582940217","0.00025875416582940217","82_83:0.006833947419332798","82_83:660","true"
"83","208.95709374019657","48.99482779873459","4.790691328756312","-0.31061744032224003","0.024169921875","0.01513671875","0.033203125","1300","0.0002454299202858201","0","0.0002454299202858201","0.0002454299202858201","83_92:0.007721250397741186","83_92:660","true"
"84","268.15073894278925","163.67274461331002","4.6796887273076555","-0.31137294267603616","0.009765625","0.0107421875","0.0087890625","1300","0.0001825199401104565","0","0.0001825199401104565","0.0001825199401104565","84_83:0.006630678478733387","84_83:660","true"
"85","317.58017257769774","278.0342383878511","5.104782070770418","-0.3061413803895981","0.013916015625","0.0107421875","0.01708984375","1300","0.00022228200827824698","0","0.00022228200827824698","0.00022228200827824698","85_73:0.0051007273954817856;85_84:0.09597171364343027;85_86:0.005865397935860828","85_73:660;85_84:660;85_86:660","true"
"86","237.72040805293932","165.38459925392377","4.898813830538599","-0.3083187869423004","0.043212890625","0.03125","0.05517578125","1300","0.0002269873124743923","0","0.0002269873124743923","0.0002269873124743923","86_87:0.018983361345852268","86_87:660","true"
"87","80.77215805565244","103.0075739209731","4.992086783452558","-0.307423102897223","0.02197265625","0.03125","0.0126953125","1300","0.0022033177930275297","0","0.0022033177930275297","0.0022033177930275297","87_88:0.03684147827967105","87_88:660","true"
"88","215.30633213979834","151.3590328677911","5.099371870198265","-0.3058997453558384","0.009765625","0.0126953125","0.0068359375","1300","0.0002506075118274581","0","0.0002506075118274581","0.0002506075118274581","88_89:0.007789265697378145","88_89:660","true"
"89","226.4697706705313","159.07330355437304","4.956490368319185","-0.3077261951848229","0.019287109375","0.01708984375","0.021484375","1300","0.00018508808074825154","0","0.00018508808074825154","0.00018508808074825154","","","true"
"90","238.32669441931785","31.58258712436783","4.9055981908253266","-0.307867793738734","0.011474609375","0.00927734375","0.013671875","1300","0.00042553683207668356","0","0.00042553683207668356","0.00042553683207668356","","","true"
"91","108.04880526007496","124.52324444704594","4.9146504820666665","-0.30850221183732857","0.0439453125","0.07568359375","0.01220703125","1300","0.005003215788657466","0","0.005003215788657466","0.005003215788657466","91_79:0.07043907384203513","91_79:660","true"
"92","202.05179420799158","135.33354336767664","4.912100304124277","-0.308588011384664","0.0078125","0.005859375","0.009765625","1300","0.00023837081679993475","0","0.00023837081679993475","0.00023837081679993475","92_102:0.007033986853145824","92_102:660","true"
"93","166.37660122401425","78.6104228216916","4.964120905981873","-0.3073815906362206","0.03173828125","0.0341796875","0.029296875","1300","0.00043759644568405396","0","0.00043759644568405396","0.00043759644568405396","93_106:0.00896157413682036;93_87:0.03132334746325677","93_106:660;93_87:740","true"
"94","175.77467499960056","105.40093679849063","4.975880681305636","-0.3076458715160733","0.016845703125","0.01123046875","0.0224609375","1300","0.0005014860717080444","0","0.0005014860717080444","0.0005014860717080444","94_95:1;94_90:0.01623415139410772","94_95:660;94_90:660","true"
"95","278.37997815974927","144.74369740591015","4.838915459034274","-0.3098764431196092","0.02099609375","0.03515625","0.0068359375","1300","0.003341574684028205","0","0.003341574684028205","0.003341574684028205","95_96:0.050367953215103456","95_96:660","true"
"96","292.471843220834","48.61818026036055","4.747920344264782","-0.3109191907797597","0.045166015625","0.04443359375","0.0458984375","1300","0.00022196883012658709","0","0.00022196883012658709","0.00022196883012658709","","","true"
"97","203.84211204895317","105.34072246599295","4.816155095575758","-0.3095561501235201","0.010498046875","0.00634765625","0.0146484375","1300","0.00025193540365543666","0","0.00025193540365543666","0.00025193540365543666","97_96:0.005710755777520116;97_98:0.009117979710625168","97_96:660;97_98:660","true"
"98","156.93108723076614","85.16814680594456","4.942860992099829","-0.308363471215884","0.01416015625","0.0185546875","0.009765625","1300","0.001187827759302044","0","0.001187827759302044","0.001187827759302044","98_91:0.08971486404645407","98_91:660","true"
"99","234.06950438912864","318.88129073857","5.06011842112479","-0.30553728570536653","0.017578125","0.0087890625","0.0263671875","1300","0.00013998428478376537","0","0.00013998428478376537","0.00013998428478376537","99_98:0.007545496015124664","99_98:660","true"
"100","217.2535303872481","156.77765214914996","4.905358283879631","-0.3084392241160231","0.010986328125","0.01416015625","0.0078125","1300","0.00022122171270353244","0","0.00022122171270353244","0.00022122171270353244","100_110:0.009826745869632891;100_99:0.02036262975059122","100_110:660;100_99:660","true"
"101","59.61766767123973","283.68795461856644","5.065353602408422","-0.3063331480679172","0.025390625","0.01611328125","0.03466796875","1300","0.0010122711657394932","0","0.0010122711657394932","0.0010122711657394932","101_100:0.015455461684090621;101_102:0.011095222332151822","101_100:660;101_102:660","true"
"102","57.55329942204007","238.86002321551715","4.809695259611508","-0.30996470519230634","0.0390625","0.03466796875","0.04345703125","1300","0.00019469523556855638","0","0.00019469523556855638","0.00019469523556855638","102_103:0.006041880189055937","102_103:660","true"
"103","273.9068438674155","77.45738217914536","4.9334450457823165","-0.30764620230723944","0.01025390625","0.00927734375","0.01123046875","1300","0.00021329916049083825","0","0.00021329916049083825","0.00021329916049083825","","","true"
"104","154.17823063754278","156.32270746711615","4.765566287823092","-0.31046094866074025","0.011474609375","0.01123046875","0.01171875","1300","0.00017015685145125995","0","0.00017015685145125995","0.00017015685145125995","104_103:0.005445856539850857","104_103:660","true"
"105","220.1973487665745","66.43049325905268","4.982199010144558","-0.30759736332542964","0.00439453125","0.00439453125","0.00439453125","1300","0.0003268113776730519","0","0.0003268113776730519","0.0003268113776730519","105_104:0.0082125517194917;105_106:0.00686491838612896","105_104:660;105_106:660","true"
"106","317.62565421404196","178.4448257270528","4.878174516599621","-0.309312950580174","0.030517578125","0.02685546875","0.0341796875","1300","0.00015582287719502355","0","0.00015582287719502355","0.00015582287719502355","","","true"
"107","285.30005177494047","96.35627405615313","4.916031885176845","-0.3080022405881546","0.017578125","0.0166015625","0.0185546875","1300","0.00022835302192526227","0","0.00022835302192526227","0.00022835302192526227","107_106:0.00638496723981663","107_106:660","true"
"108","162.4824736148021","186.29784176635997","5.056205686584466","-0.3060067460745893","0.013671875","0.01806640625","0.00927734375","1300","0.00023006333573823143","0","0.00023006333573823143","0.00023006333573823143","108_112:0.007556504410457632;108_107:0.006116777944841445","108_112:660;108_107:660","true"
"109","217.1551460675939","203.33653363652826","4.9849757110774835","-0.3071158019842663","0.0224609375","0.02099609375","0.02392578125","1300","0.0002510396587055105","0","0.0002510396587055105","0.0002510396587055105","109_96:0.007118289012901291","109_96:660","true"
"110","187.24618859435574","242.52155295932087","4.830169495309351","-0.3090472310608016","0.0146484375","0.01513671875","0.01416015625","1300","0.0004024340008595451","0","0.0004024340008595451","0.0004024340008595451","110_118:0.007899473666481693","110_118:660","true"
"111","258.45442570023374","310.8556502258023","4.853177115239781","-0.30961255187582126","0.013427734375","0.013671875","0.01318359375","1300","0.00016415366509908488","0","0.00016415366509908488","0.00016415366509908488","111_104:0.005695810111477462","111_104:660","true"
"112","132.53065883455864","27.973983146181983","5.002440101475162","-0.3061965297474003","0.005126953125","0.005859375","0.00439453125","1300","0.0002017533376762527","0","0.0002017533376762527","0.0002017533376762527","112_126:0.007840843508786555","112_126:660","true"
"113","182.41606637665424","203.59285861481197","5.031998013688977","-0.30676917589658537","0.01025390625","0.013671875","0.0068359375","1300","0.0002442033569171029","0","0.0002442033569171029","0.0002442033569171029","113_114:0.011359748576954043","113_114:660","true"
"114","340.59412110967816","54.06061597339939","4.822465360906","-0.30937991952553456","0.15234375","0.138671875","0.166015625","1300","0.00010906298833171723","0","0.00010906298833171723","0.00010906298833171723","114_109:0.005391977114037216;114_115:0.008076505416191537","114_109:660;114_115:660","true"
"115","203.2848182663578","88.92697213154244","5.028018614631692","-0.3068193442669031","0.012939453125","0.01025390625","0.015625","1300","0.00026522753012956886","0","0.00026522753012956886","0.00026522753012956886","","","true"
"116","316.2365358276142","371.4470446625182","4.9127418205242295","-0.3082983947671616","0.015625","0.0107421875","0.0205078125","1300","0.00011790034801687578","0","0.00011790034801687578","0.00011790034801687578","116_115:0.00573330230041591;116_117:0.006186210742738563","116_115:660;116_117:660","true"
