"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"21","234.71838682096396","94.54092937203258","4.966463013344779","-0.30694839478531033","0.005900000000000016","0.005800000000000027","0.006","4000","0.0004598011697054774","0.0004598011697054774","0.0004598011697054774","21_20:0.0040410149642442494;21_22:0.005974999474256171","21_20:660;21_22:660","true"
"22","269.83761671941335","258.4437254961187","5.038198327774384","-0.3065535436677073","0.015900000000000025","0.022599999999999953","0.0092","4000","0.0004201915713941945","0.0004201915713941945","0.0004201915713941945","22_23:0.008029863405547621","22_23:660","true"
"23","163.82757356802094","136.24906427512317","4.844965287955643","-0.309395699354676","0.010099999999999998","0.0132","0.007000000000000006","4000","0.00020883748898382632","0.00020883748898382632","0.00020883748898382632","","","true"
"24","220.99991361944814","196.62316986803816","5.100781267174913","-0.3054983979252499","0.18869999999999998","0.0322","0.34519999999999995","4000","0.00017517620889056758","0.00017517620889056758","0.00017517620889056758","24_34:0.005893483823824264;24_23:0.007562073692650939","24_34:860;24_23:660","true"
"25","218.6700320443067","192.84902998716797","4.9451558777998414","-0.3084275156167526","0.009500000000000064","0.009000000000000008","0.01","4000","0.00025144989690745146","0.00025144989690745146","0.00025144989690745146","25_24:0.005080403253371085","25_24:660","true"
"26","317.3110217337568","242.10407451038725","4.8540980181083535","-0.30976922795032275","0.00770000000000004","0.006199999999999983","0.0092","4000","0.00014374298079341296","0.00014374298079341296","0.00014374298079341296","26_25:0.007990872816904498","26_25:660","true"
"27","307.58432702781414","48.78369370898858","4.747624950891165","-0.31027519414312993","0.05810000000000004","0.0526","0.06359999999999999","4000","0.0004975098846177248","0.0004975098846177248","0.0004975098846177248","27_26:0.00748473414195136","27_26:660","true"
"28","196.3177864454537","104.32757233403015","4.99440593209169","-0.3073714140177614","0.030999999999999917","0.015599999999999947","0.0464","4000","0.0002135050132424193","0.0002135050132424193","0.0002135050132424193","28_35:0.017780823510580496;28_27:0.015024250378086468;28_29:0.006760879662711522","28_35:660;28_27:660;28_29:660","true"
"29","443.13152104969976","395.3715178922737","4.628636062174247","-0.3122408870668324","0.01869999999999994","0.0236","0.013800000000000034","4000","0.00008822385618807514","0.00008822385618807514","0.00008822385618807514","","","true"
"30","275.33974150307273","65.95791265946175","4.73317301554198","-0.31090012417705765","0.1882999999999999","0.22519999999999996","0.1514","4000","0.002481788986756045","0.002481788986756045","0.002481788986756045","30_31:0.02291974442164374;30_29:0.010565202430029258","30_31:660;30_29:660","true"
"31","105.03984756173237","49.54744384862304","4.797659029473469","-0.31025628620305007","0.006199999999999983","0.00880000000000003","0.0036","4000","0.00038279186855737864","0.00038279186855737864","0.00038279186855737864","31_32:0.015389613986358935","31_32:660","true"
"32","261.39440171956954","360.2008824494321","4.9103797712682145","-0.3078794303810588","0.008099999999999996","0.007600000000000051","0.0086","4000","0.00013419007867728833","0.00013419007867728833","0.00013419007867728833","32_36:0.0047743705243135925","32_36:660","true"
"33","167.92121510322565","122.84317022871888","4.973176019763784","-0.3075486854907048","0.009099999999999997","0.010399999999999965","0.0078","4000","0.00017749047223778426","0.00017749047223778426","0.00017749047223778426","33_39:0.008059765054849205","33_39:660","true"
"34","271.4796384034894","165.32983842123406","4.678617469479475","-0.3124338462946453","0.02760000000000007","0.0292","0.026000000000000023","4000","0.00014292828611763938","0.00014292828611763938","0.00014292828611763938","34_43:0.0037867579065130608","34_43:660","true"
"35","278.3108750697254","161.07397369304712","4.9076053601801055","-0.308301773576246","0.01980000000000004","0.0212","0.018399999999999972","4000","0.00039924475205982776","0.00039924475205982776","0.00039924475205982776","35_47:0.009185318662168096","35_47:660","true"
"36","377.3657504541876","341.3400682054609","4.81226581490285","-0.31175120998201256","0.00880000000000003","0.0106","0.007000000000000006","4000","0.00018896860254758165","0.00018896860254758165","0.00018896860254758165","36_51:0.004960407683313212","36_51:660","true"
"37","227.4683904618805","113.18730904084576","4.837908923429224","-0.30886995110205334","0.00880000000000003","0.009","0.008600000000000052","4000","0.00012758793851796335","0.00012758793851796335","0.00012758793851796335","37_38:0.0040362922358054","37_38:660","true"
"38","264.4911231838336","163.2682984871437","4.776689260732761","-0.31016511917022377","0.015800000000000036","0.014000000000000012","0.0176","4000","0.00013724355751115476","0.00013724355751115476","0.00013724355751115476","","","true"
"39","236.03214209942377","117.63674457744484","4.917317883699433","-0.30824769981735706","0.025499999999999967","0.0256","0.025399999999999978","4000","0.0002747963169596274","0.0002747963169596274","0.0002747963169596274","39_38:0.008071239304717454","39_38:660","true"
"40","280.38084551883003","24.330888983165384","4.868226026500603","-0.30859152479413265","0.021600000000000064","0.024","0.019199999999999995","4000","0.0016423483783147793","0.0016423483783147793","0.0016423483783147793","40_41:0.01950252506475822;40_39:0.02391021205723476","40_41:660;40_39:660","true"
"41","299.426583436868","311.5569515824662","4.935544134051025","-0.30862641143413133","0.0052000000000000934","0.00660000000000005","0.0038","4000","0.00015564267951994148","0.00015564267951994148","0.00015564267951994148","41_53:0.005815072832018708","41_53:660","true"
"42","263.8934197473127","131.46165655049452","5.063928864917129","-0.3066601274184393","0.006399999999999961","0.006000000000000005","0.0068","4000","0.00012541689913185845","0.00012541689913185845","0.00012541689913185845","42_41:0.0061161494576179865;42_43:0.004002543327215502","42_41:660;42_43:660","true"
"43","188.57962615232842","312.655044229189","4.82943617699993","-0.3101290706249939","0.026000000000000023","0.0322","0.01980000000000004","4000","0.00015522727265467864","0.00015522727265467864","0.00015522727265467864","43_44:0.008324703098690767","43_44:660","true"
"44","332.6754871954216","19.93737735724626","4.9491670706143465","-0.3085061819189273","0.018900000000000028","0.017000000000000015","0.0208","4000","0.00029884313168334974","0.00029884313168334974","0.00029884313168334974","44_45:0.017956978539407753","44_45:660","true"
"45","305.62026682177526","29.54375920680852","5.000198865314861","-0.35905492913025383","0.05499999999999994","0.0514","0.058599999999999985","4000","0.00033616140909966384","0.00033616140909966384","0.00033616140909966384","","","true"
"46","309.0689054944474","205.0302565212243","4.853135906964737","-0.3093752065131216","0.013900000000000023","0.015800000000000036","0.012","4000","0.00027752607015152906","0.00027752607015152906","0.00027752607015152906","46_45:0.025741879986277333;46_47:0.005155775580551719","46_45:660;46_47:660","true"
"47","147.85167991806853","201.64077288547094","4.769536963666338","-0.3109329882546267","0.006700000000000039","0.007600000000000051","0.0058","4000","0.0001585232147760216","0.0001585232147760216","0.0001585232147760216","","","true"
"48","315.0344593630426","105.94567608537055","4.844168359893578","-0.3101551740988557","0.012799999999999923","0.014399999999999968","0.0112","4000","0.0001868598915183986","0.0001868598915183986","0.0001868598915183986","48_47:0.004858486888271701;48_49:0.010069614187167147","48_47:660;48_49:660","true"
"49","168.2001290132745","50.4535872010437","4.697337354282313","-0.312183453636997","0.008700000000000041","0.0096","0.007800000000000029","4000","0.00039014935955107105","0.00039014935955107105","0.00039014935955107105","","","true"
"50","185.0134589290564","40.60936175419971","4.784023792706933","-0.31049210238863767","0.012399999999999967","0.012399999999999967","0.0124","4000","0.00039322833215269095","0.00039322833215269095","0.00039322833215269095","50_51:0.012736715884820476;50_49:0.01517279032717933","50_51:660;50_49:660","true"
"51","285.3094740560183","317.3334797902552","4.931188781703892","-0.3079514036835037","0.011500000000000066","0.013399999999999967","0.0096","4000","0.00013107490729525099","0.00013107490729525099","0.00013107490729525099","","","true"
"52","299.9461466469392","235.25440112111497","4.915262942462949","-0.30801090653647334","0.01200000000000001","0.0076","0.01639999999999997","4000","0.00016140574650474787","0.00016140574650474787","0.00016140574650474787","52_37:0.00497431670069029;52_56:0.00809485736879037","52_37:660;52_56:660","true"
"53","261.65859450277327","245.51633499546986","4.996720408719321","-0.30683792833129964","0.010199999999999987","0.0088","0.011600000000000055","4000","0.00021028793138908546","0.00021028793138908546","0.00021028793138908546","53_60:0.005819718489478071","53_60:660","true"
"54","274.91052302012196","111.91642572277154","4.969627601240049","-0.3069935236147513","0.017100000000000004","0.020199999999999996","0.014","4000","0.00023887882714958847","0.00023887882714958847","0.00023887882714958847","54_45:0.020539376039812096;54_64:0.011249608020878404","54_45:660;54_64:660","true"
"55","136.0749864377376","64.18962938304483","4.837203964997179","-0.31038048092010345","0.009199999999999986","0.009000000000000008","0.0094","4000","0.00021333970955873436","0.00021333970955873436","0.00021333970955873436","55_49:0.009447291471942815;55_68:0.009488794699068853","55_49:660;55_68:660","true"
"56","78.53051460195509","82.33984905256943","4.814535442071179","-0.30974571553277236","0.009200000000000097","0.0098","0.008600000000000052","4000","0.00022923194728053918","0.00022923194728053918","0.00022923194728053918","56_57:0.005978776969709582","56_57:660","true"
"57","294.97833023750826","177.15758846476152","4.927632263882767","-0.30778611849622645","0.008299999999999974","0.010199999999999987","0.0064","4000","0.0001622806884031139","0.0001622806884031139","0.0001622806884031139","57_58:0.00507115432726668","57_58:660","true"
"58","325.16479963723","101.94932455031174","4.886915648552653","-0.30930018015034827","0.010299999999999976","0.0122","0.008399999999999963","4000","0.00046897888006210706","0.00046897888006210706","0.00046897888006210706","58_71:0.004780507229571657;58_59:0.00823138497220971","58_71:660;58_59:660","true"
"59","192.61456692950202","47.58760128095635","4.971240684229521","-0.30762691104199297","0.012399999999999967","0.010800000000000032","0.014","4000","0.00016557192639394015","0.00016557192639394015","0.00016557192639394015","59_60:0.006523871144677923","59_60:660","true"
"60","66.96573336909478","114.29331979766243","4.766218784621322","-0.31054248475500074","0.020499999999999963","0.021399999999999975","0.0196","4000","0.0005044713987004485","0.0005044713987004485","0.0005044713987004485","60_61:0.00900840546852616","60_61:660","true"
"61","356.5610250694706","154.20584395905283","4.79391384533527","-0.29056402780855567","0.011399999999999966","0.0134","0.009399999999999964","4000","0.0004136305866218544","0.0004136305866218544","0.0004136305866218544","","","true"
"62","263.6590250824608","239.35140234977158","4.935221460589708","-0.3079921198487331","0.013900000000000023","0.018199999999999994","0.0096","4000","0.0005003558565668246","0.0005003558565668246","0.0005003558565668246","62_61:0.007342432468440296;62_63:0.0064641162301108945;62_72:0.014011308206724415","62_61:660;62_63:660;62_72:660","true"
"63","283.1374616850578","282.1964776852907","5.041636324244112","-0.30694631371315323","0.010499999999999954","0.01100000000000001","0.01","4000","0.00014534388017619157","0.00014534388017619157","0.00014534388017619157","63_64:0.005694309001171877","63_64:660","true"
"64","160.94766967934493","151.4237171200711","4.821568698855671","-0.30967161679000116","0.008499999999999952","0.011199999999999988","0.0058","4000","0.00023667568823588012","0.00023667568823588012","0.00023667568823588012","","","true"
"65","276.2723108080809","79.22448586120039","4.957167104662683","-0.3075262411046977","0.012899999999999912","0.0154","0.010399999999999965","4000","0.0001874904065904295","0.0001874904065904295","0.0001874904065904295","65_64:0.006325586807328282;65_66:0.005672667311003687","65_64:660;65_66:660","true"
"66","174.81260516221568","167.4561927793215","4.884991383472954","-0.3091067496263565","0.011600000000000055","0.017199999999999993","0.006","4000","0.00046061239468163346","0.00046061239468163346","0.00046061239468163346","","","true"
"67","46.90691422235478","27.41408908707186","5.1139226894339815","-0.3058889857295697","0.054200000000000026","0.05159999999999998","0.0568","4000","0.0009557275276459109","0.0009557275276459109","0.0009557275276459109","67_66:0.012893020646735726;67_68:0.016978273597218485","67_66:660;67_68:660","true"
"68","287.4670554349954","36.846251481701835","4.743740220296731","-0.31111458963233274","0.0353","0.03520000000000001","0.0354","4000","0.00029378667529195054","0.00029378667529195054","0.00029378667529195054","","","true"
"69","79.97679577309404","64.72798913066474","5.117744332913145","-0.3044028997353383","0.006699999999999928","0.0082","0.005199999999999982","4000","0.00033150762476134274","0.00033150762476134274","0.00033150762476134274","69_68:0.008988619870275522;69_70:0.007830122985388654","69_68:660;69_70:660","true"
"70","280.89766547026136","212.61351434354313","4.8988662276682176","-0.3082399407301921","0.06899999999999995","0.0732","0.06479999999999997","4000","0.000278536426650253","0.000278536426650253","0.000278536426650253","","","true"
"71","291.31398289711063","367.72632414911095","4.788260349495523","-0.3094663460422399","0.015300000000000091","0.021","0.009600000000000053","4000","0.00027405145693707605","0.00027405145693707605","0.00027405145693707605","","","true"
"72","228.6814954545506","132.83691524093143","5.059174708994337","-0.2985458699744989","0.009300000000000086","0.01","0.008600000000000052","4000","0.00018281090786728042","0.00018281090786728042","0.00018281090786728042","","","true"
"73","267.7494412692155","334.77540732839486","4.979540922786762","-0.307607369486609","0.009299999999999975","0.0092","0.009399999999999964","4000","0.0001673242754751844","0.0001673242754751844","0.0001673242754751844","73_66:0.005097680557790141","73_66:660","true"
"74","11.415701271839879","44.70323805407496","5.03145534513876","-0.3067427013413316","0.020299999999999985","0.0122","0.02839999999999998","4000","0.00057851592161723","0.00057851592161723","0.00057851592161723","74_70:0.01020622051596401;74_89:0.012428495640449427","74_70:660;74_89:660","true"
"75","44.68478338039006","41.75493616532946","5.006083925812005","-0.30673349842246334","0.009399999999999964","0.013599999999999945","0.0052","4000","0.0005472484829294977","0.0005472484829294977","0.0005472484829294977","75_90:0.011481089931379085","75_90:660","true"
"76","94.5229218357122","16.723617821011363","4.837378296311747","-0.30948286299394656","0.02980000000000005","0.0524","0.0072","4000","0.0009032580160179953","0.0009032580160179953","0.0009032580160179953","76_75:0.1336536739683431","76_75:660","true"
"77","244.36616333759045","100.7572129462824","5.041929236278203","-0.30723078653018854","0.0464","0.01419999999999999","0.0786","4000","0.00017991354067723874","0.00017991354067723874","0.00017991354067723874","77_78:0.02127992877292456;77_71:0.006002448268308619;77_76:0.021372681595342613","77_78:780;77_71:660;77_76:660","true"
"78","265.31047959512273","57.1557782760598","4.6434761873633","-0.31230747337772335","0.011600000000000055","0.009399999999999964","0.0138","4000","0.00033303933757448034","0.00033303933757448034","0.00033303933757448034","","","true"
"79","82.34498770729061","58.791173935235506","4.863157492248549","-0.3092713261857367","0.008000000000000007","0.01","0.006000000000000005","4000","0.00020199294328013292","0.00020199294328013292","0.00020199294328013292","79_80:0.015888192363013337;79_78:0.023317648093572785","79_80:660;79_78:660","true"
"80","148.36945938062559","221.87479067536165","5.031461092441143","-0.3072198090686745","0.01639999999999997","0.016000000000000014","0.0168","4000","0.0002148217536572969","0.0002148217536572969","0.0002148217536572969","80_81:0.006604238107988297","80_81:660","true"
"81","267.81421133680516","319.88722985581165","4.93043721247684","-0.30841914125984865","0.03170000000000006","0.03280000000000005","0.0306","4000","0.0002729332603454578","0.0002729332603454578","0.0002729332603454578","81_82:0.0058078543400431615;81_72:0.005650072544515244","81_82:660;81_72:660","true"
"82","291.2806670087401","256.0726354513209","4.893614478005955","-0.30897996872816896","0.012799999999999923","0.0112","0.014399999999999968","4000","0.00025301852621430177","0.00025301852621430177","0.00025301852621430177","82_83:0.005073256945413884","82_83:660","true"
"83","215.8869732977305","72.34426814058361","4.7906908804629005","-0.31061744032224003","0.0121","0.0168","0.007399999999999962","4000","0.0003192580742534761","0.0003192580742534761","0.0003192580742534761","83_92:0.007004092160762865","83_92:660","true"
"84","326.5041046878632","161.7836217394347","4.679694118255741","-0.31137294267603616","0.007500000000000062","0.009399999999999964","0.0056","4000","0.00012248102466749526","0.00012248102466749526","0.00012248102466749526","84_83:0.005467451480735908","84_83:660","true"
"85","190.2505330874637","143.19568921956983","5.104771825158775","-0.3061413803895981","0.010499999999999954","0.007600000000000051","0.0134","4000","0.00019138516429640227","0.00019138516429640227","0.00019138516429640227","85_84:0.008445649443486858;85_73:0.006259108870399432;85_86:0.01449969958518954","85_84:1100;85_73:660;85_86:660","true"
"86","160.97338938091377","141.82558516567852","4.898812433619145","-0.3083187869423004","0.03960000000000008","0.03320000000000001","0.046","4000","0.0003585313852985001","0.0003585313852985001","0.0003585313852985001","86_87:0.006993353465268942","86_87:660","true"
"87","139.5483366399799","204.46489148115256","4.992081478704428","-0.307423102897223","0.021399999999999975","0.0264","0.01639999999999997","4000","0.00048264303239665095","0.00048264303239665095","0.00048264303239665095","87_88:0.014686147228777091","87_88:660","true"
"88","155.1128056184141","119.41976529556733","5.099378335279668","-0.3058997453558384","0.010299999999999976","0.01319999999999999","0.0074","4000","0.0003847470061470779","0.0003847470061470779","0.0003847470061470779","88_89:0.011447501070988103","88_89:660","true"
"89","307.0809245113329","182.14662942387747","4.95649388779381","-0.3077261951848229","0.012199999999999989","0.012","0.012399999999999967","4000","0.00020324231644214982","0.00020324231644214982","0.00020324231644214982","","","true"
"90","72.18978522315345","45.15360718424755","4.905597409488406","-0.307867793738734","0.010099999999999998","0.0126","0.007600000000000051","4000","0.00040244818185089564","0.00040244818185089564","0.00040244818185089564","","","true"
"91","142.66021648750956","220.66553047477984","4.914622718964677","-0.30850221183732857","0.04679999999999995","0.062000000000000055","0.0316","4000","0.0004219638213137497","0.0004219638213137497","0.0004219638213137497","91_79:0.00830391054527771","91_79:660","true"
"92","139.49508750943232","97.61268410114052","4.912099783358405","-0.308588011384664","0.006800000000000028","0.0106","0.0030000000000000027","4000","0.00047541802613450674","0.00047541802613450674","0.00047541802613450674","92_102:0.006799972927182596","92_102:660","true"
"93","236.85305260089407","81.4729788450781","4.964121076164088","-0.3073815906362206","0.033500000000000085","0.037","0.030000000000000027","4000","0.0004891351647160885","0.0004891351647160885","0.0004891351647160885","93_87:0.01281330063118244;93_106:0.010696272196306228","93_87:740;93_106:660","true"
"94","161.11100031971495","154.8784941343557","4.975832075714387","-0.3076458715160733","0.01089999999999991","0.0104","0.011399999999999966","4000","0.00023668963778757004","0.00023668963778757004","0.00023668963778757004","94_90:0.008952660497421716;94_95:0.006765404008525017","94_90:660;94_95:660","true"
"95","242.9891743356058","123.25337367800292","4.838884876973543","-0.3098764431196092","0.00869999999999993","0.009399999999999964","0.008","4000","0.00016011297065000814","0.00016011297065000814","0.00016011297065000814","95_96:0.0072489483335786975","95_96:660","true"
"96","318.19784514724284","94.00871778323429","4.747908843465449","-0.3109191907797597","0.048699999999999966","0.05120000000000002","0.0462","4000","0.0002268121519728866","0.0002268121519728866","0.0002268121519728866","","","true"
"97","244.98383132697663","121.43527280106358","4.816154386367416","-0.3095561501235201","0.005900000000000016","0.007000000000000006","0.0048","4000","0.0002099762281724375","0.0002099762281724375","0.0002099762281724375","97_98:0.006332178860273624;97_96:0.006494586823119014","97_98:660;97_96:660","true"
"98","251.3811192848367","27.547539972941998","4.94290525787469","-0.308363471215884","0.012699999999999934","0.01539999999999997","0.01","4000","0.0004684698746906718","0.0004684698746906718","0.0004684698746906718","98_91:0.01671491353750565","98_91:660","true"
"99","181.75780148694912","221.66108356933205","5.060109387136687","-0.30553728570536653","0.007600000000000051","0.0066","0.008600000000000052","4000","0.00027090200342726395","0.00027090200342726395","0.00027090200342726395","99_98:0.00669360814446554","99_98:660","true"
"100","149.41796905961633","187.92634556393145","4.9052890265082345","-0.3084392241160231","0.011400000000000077","0.015","0.007800000000000029","4000","0.0006580004298160663","0.0006580004298160663","0.0006580004298160663","100_99:0.03541801705485351;100_110:0.009301184548912572","100_99:660;100_110:660","true"
"101","133.22248406532609","86.59937972407825","5.065313029482054","-0.3063331480679172","0.027099999999999902","0.013599999999999945","0.0406","4000","0.00032322717954942826","0.00032322717954942826","0.00032322717954942826","101_102:0.011286400907043664;101_100:0.01618560985825107","101_102:660;101_100:660","true"
"102","184.02155667355595","210.77707363041833","4.8098298229802","-0.30996470519230634","0.037800000000000056","0.03939999999999999","0.0362","4000","0.00016400790505394455","0.00016400790505394455","0.00016400790505394455","102_103:0.007045408203627257","102_103:660","true"
"103","253.77023033418513","91.50314166477622","4.933462099194068","-0.30764620230723944","0.006699999999999928","0.007000000000000006","0.0064","4000","0.00018544194543333012","0.00018544194543333012","0.00018544194543333012","","","true"
"104","169.13985558449417","209.25283887537768","4.7655607260933985","-0.31046094866074025","0.012399999999999967","0.014000000000000012","0.0108","4000","0.0001848894987046123","0.0001848894987046123","0.0001848894987046123","104_103:0.004857329956933193","104_103:660","true"
"105","151.91138361216505","102.53893016873553","4.982244563831533","-0.30759736332542964","0.008599999999999941","0.009800000000000031","0.0074","4000","0.0004261764381409332","0.0004261764381409332","0.0004261764381409332","105_106:0.025669701328256106;105_104:0.019127491156018056","105_106:660;105_104:660","true"
"106","174.96657149203","213.47246213113675","4.878179859856014","-0.309312950580174","0.018000000000000016","0.0218","0.01419999999999999","4000","0.0002189164000804425","0.0002189164000804425","0.0002189164000804425","","","true"
"107","248.14938841931203","124.83826667796795","4.916031414090019","-0.3080022405881546","0.021599999999999953","0.02059999999999995","0.0226","4000","0.0002618771897108587","0.0002618771897108587","0.0002618771897108587","107_106:0.00917449161633238","107_106:660","true"
"108","177.52081080151237","226.03637835380974","5.0563327115857515","-0.3060067460745893","0.01970000000000005","0.018000000000000016","0.0214","4000","0.00045810063747807404","0.00045810063747807404","0.00045810063747807404","108_107:0.007690267797014511;108_112:0.006856753464688864","108_107:660;108_112:660","true"
"109","234.06573898630293","341.4438353037072","4.984963788754974","-0.3071158019842663","0.01990000000000003","0.01959999999999995","0.0202","4000","0.0001291184971432685","0.0001291184971432685","0.0001291184971432685","109_96:0.007078541258458498","109_96:660","true"
"110","177.77523382527957","264.202585805717","4.830170801442005","-0.3090472310608016","0.010199999999999987","0.012399999999999967","0.008","4000","0.0002989612087737412","0.0002989612087737412","0.0002989612087737412","110_118:0.007250243220434549","110_118:660","true"
"111","326.41956777177705","283.0757507419333","4.853172857703204","-0.30961255187582126","0.012499999999999956","0.015199999999999991","0.0098","4000","0.00012929648744909334","0.00012929648744909334","0.00012929648744909334","111_104:0.006173277092465346","111_104:660","true"
"112","205.9170131295889","33.93750786316391","5.002449297484763","-0.3061965297474003","0.009000000000000008","0.014000000000000012","0.004","4000","0.00020541913247887098","0.00020541913247887098","0.00020541913247887098","112_126:0.00863790339415249","112_126:660","true"
"113","323.80789112074245","167.43635181892165","5.032002855305984","-0.30676917589658537","0.005800000000000027","0.007399999999999962","0.0042","4000","0.00015045382041418214","0.00015045382041418214","0.00015045382041418214","113_114:0.008306980217947013","113_114:660","true"
"114","286.2021370117308","45.58987224574763","4.822464686393948","-0.30937991952553456","0.13440000000000007","0.1278","0.14100000000000001","4000","0.00024185230919108807","0.00024185230919108807","0.00024185230919108807","114_115:0.005761654652278764;114_109:0.005367510279002979","114_115:660;114_109:660","true"
"115","202.06994296349393","137.03711264900684","5.028017361721789","-0.3068193442669031","0.007299999999999973","0.008199999999999985","0.0064","4000","0.00017879726720558238","0.00017879726720558238","0.00017879726720558238","","","true"
